Date,Site,Location,Patch ,Quad,N.ostrina,N.canaliculata,Notes,Recorder,DataEntryBy
7.13.15,YB,Natural Bridge,F,1,8,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,F,2,14,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,F,3,20,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,F,4,9,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,F,5,7,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,F,6,6,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,F,7,9,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,F,8,15,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,F,9,7,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,G,1,31,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,G,2,56,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,G,3,30,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,G,4,33,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,G,5,12,3,NA,KEC,MN
7.13.15,YB,Natural Bridge,G,6,48,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,G,7,22,2,NA,KEC,MN
7.13.15,YB,Natural Bridge,G,8,18,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,G,9,26,2,NA,KEC,MN
7.13.15,YB,Natural Bridge,AB,1,7,3,NA,KEC,MN
7.13.15,YB,Natural Bridge,AB,2,5,4,NA,KEC,MN
7.13.15,YB,Natural Bridge,AB,3,9,2,NA,KEC,MN
7.13.15,YB,Natural Bridge,AB,4,25,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AB,5,5,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AB,6,9,4,NA,KEC,MN
7.13.15,YB,Natural Bridge,AB,7,11,4,NA,KEC,MN
7.13.15,YB,Natural Bridge,AB,8,14,5,NA,KEC,MN
7.13.15,YB,Natural Bridge,AB,9,13,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AC,1,41,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AC,2,36,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AC,3,6,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AC,4,44,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AC,5,30,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AC,6,59,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AC,7,34,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AC,8,19,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AC,9,19,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AD,1,20,2,NA,KEC,MN
7.13.15,YB,Natural Bridge,AD,2,5,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AD,3,40,2,NA,KEC,MN
7.13.15,YB,Natural Bridge,AD,4,8,2,NA,KEC,MN
7.13.15,YB,Natural Bridge,AD,5,14,4,NA,KEC,MN
7.13.15,YB,Natural Bridge,AD,6,27,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AD,7,15,5,NA,KEC,MN
7.13.15,YB,Natural Bridge,AD,8,17,2,NA,KEC,MN
7.13.15,YB,Natural Bridge,AD,9,23,7,NA,KEC,MN
7.13.15,YB,Natural Bridge,AE,1,8,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AE,2,35,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AE,3,25,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AE,4,12,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AE,5,30,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AE,6,40,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AE,7,19,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AE,8,41,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AE,9,25,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AF,1,17,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AF,2,4,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AF,3,38,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AF,4,9,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AF,5,9,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AF,6,14,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AF,7,11,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AF,8,23,2,NA,KEC,MN
7.13.15,YB,Natural Bridge,AF,9,84,4,NA,KEC,MN
7.13.15,YB,Natural Bridge,AG,1,5,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AG,2,8,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AG,3,11,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AG,4,27,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AG,5,15,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AG,6,7,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,AG,7,14,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AG,8,8,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,AG,9,14,3,NA,KEC,MN
7.13.15,YB,Natural Bridge,BB,1,3,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,BB,2,3,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BB,3,10,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BB,4,3,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BB,5,8,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BB,6,8,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BB,7,6,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BB,8,1,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BB,9,3,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BC,1,30,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BC,2,11,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BC,3,1,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BC,4,5,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BC,5,5,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BC,6,3,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BC,7,4,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BC,8,9,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BC,9,12,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BD,1,15,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,BD,2,24,3,NA,KEC,MN
7.13.15,YB,Natural Bridge,BD,3,19,4,NA,KEC,MN
7.13.15,YB,Natural Bridge,BD,4,38,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,BD,5,8,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BD,6,11,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,BD,7,11,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,BD,8,6,1,NA,KEC,MN
7.13.15,YB,Natural Bridge,BD,9,10,3,NA,KEC,MN
7.13.15,YB,Natural Bridge,BE,1,11,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BE,2,7,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BE,3,5,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BE,4,8,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BE,5,19,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BE,6,20,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BE,7,17,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BE,8,7,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BE,9,23,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BF,1,14,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BF,2,23,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BF,3,20,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BF,4,10,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BF,5,12,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BF,6,5,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BF,7,24,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BF,8,19,0,NA,KEC,MN
7.13.15,YB,Natural Bridge,BF,9,16,0,NA,KEC,MN
8.12.15,YB,Natural Bridge,A,1,13,1,,MN,MN
8.12.15,YB,Natural Bridge,A,2,16,1,,MN,MN
8.12.15,YB,Natural Bridge,A,3,8,5,,MN,MN
8.12.15,YB,Natural Bridge,A,4,13,2,,MN,MN
8.12.15,YB,Natural Bridge,A,5,5,2,,MN,MN
8.12.15,YB,Natural Bridge,A,6,7,2,,MN,MN
8.12.15,YB,Natural Bridge,A,7,17,6,,MN,MN
8.12.15,YB,Natural Bridge,A,8,30,22,,MN,MN
8.12.15,YB,Natural Bridge,A,9,17,4,,MN,MN
8.12.15,YB,Natural Bridge,B,1,2,26,,MN,MN
8.12.15,YB,Natural Bridge,B,2,5,10,,MN,MN
8.12.15,YB,Natural Bridge,B,3,1,11,,MN,MN
8.12.15,YB,Natural Bridge,B,4,10,6,,MN,MN
8.12.15,YB,Natural Bridge,B,5,1,7,,MN,MN
8.12.15,YB,Natural Bridge,B,6,7,7,,MN,MN
8.12.15,YB,Natural Bridge,B,7,0,7,,MN,MN
8.12.15,YB,Natural Bridge,B,8,17,17,,MN,MN
8.12.15,YB,Natural Bridge,B,9,17,28,,MN,MN
8.12.15,YB,Natural Bridge,C,1,2,7,,MN,MN
8.12.15,YB,Natural Bridge,C,2,10,3,,MN,MN
8.12.15,YB,Natural Bridge,C,3,10,1,,MN,MN
8.12.15,YB,Natural Bridge,C,4,6,5,,MN,MN
8.12.15,YB,Natural Bridge,C,5,15,5,,MN,MN
8.12.15,YB,Natural Bridge,C,6,9,5,,MN,MN
8.12.15,YB,Natural Bridge,C,7,11,4,,MN,MN
8.12.15,YB,Natural Bridge,C,8,2,11,,MN,MN
8.12.15,YB,Natural Bridge,C,9,6,9,,MN,MN
8.12.15,YB,Natural Bridge,D,1,7,0,,MN,MN
8.12.15,YB,Natural Bridge,D,2,5,0,,MN,MN
8.12.15,YB,Natural Bridge,D,3,2,0,,MN,MN
8.12.15,YB,Natural Bridge,D,4,4,0,,MN,MN
8.12.15,YB,Natural Bridge,D,5,1,0,,MN,MN
8.12.15,YB,Natural Bridge,D,6,1,0,,MN,MN
8.12.15,YB,Natural Bridge,D,7,1,0,,MN,MN
8.12.15,YB,Natural Bridge,D,8,0,0,,MN,MN
8.12.15,YB,Natural Bridge,D,9,3,0,,MN,MN
8.12.15,YB,Natural Bridge,E,1,10,2,,MN,MN
8.12.15,YB,Natural Bridge,E,2,10,0,,MN,MN
8.12.15,YB,Natural Bridge,E,3,3,3,,MN,MN
8.12.15,YB,Natural Bridge,E,4,11,3,,MN,MN
8.12.15,YB,Natural Bridge,E,5,13,2,,MN,MN
8.12.15,YB,Natural Bridge,E,6,11,5,,MN,MN
8.12.15,YB,Natural Bridge,E,7,16,1,,MN,MN
8.12.15,YB,Natural Bridge,E,8,6,2,,MN,MN
8.12.15,YB,Natural Bridge,E,9,7,2,,MN,MN
8.12.15,YB,Natural Bridge,F,1,2,0,,MN,MN
8.12.15,YB,Natural Bridge,F,2,2,1,,MN,MN
8.12.15,YB,Natural Bridge,F,3,3,0,,MN,MN
8.12.15,YB,Natural Bridge,F,4,2,0,,MN,MN
8.12.15,YB,Natural Bridge,F,5,0,0,,MN,MN
8.12.15,YB,Natural Bridge,F,6,0,0,,MN,MN
8.12.15,YB,Natural Bridge,F,7,1,0,,MN,MN
8.12.15,YB,Natural Bridge,F,8,1,0,,MN,MN
8.12.15,YB,Natural Bridge,F,9,0,0,,MN,MN
8.12.15,YB,Natural Bridge,G,1,8,3,,MN,MN
8.12.15,YB,Natural Bridge,G,2,18,4,,MN,MN
8.12.15,YB,Natural Bridge,G,3,7,2,,MN,MN
8.12.15,YB,Natural Bridge,G,4,21,0,,MN,MN
8.12.15,YB,Natural Bridge,G,5,21,2,,MN,MN
8.12.15,YB,Natural Bridge,G,6,15,2,,MN,MN
8.12.15,YB,Natural Bridge,G,7,9,0,,MN,MN
8.12.15,YB,Natural Bridge,G,8,16,5,,MN,MN
8.12.15,YB,Natural Bridge,G,9,15,1,,MN,MN
8.12.15,YB,Natural Bridge,AB,1,14,10,,MN,MN
8.12.15,YB,Natural Bridge,AB,2,11,7,,MN,MN
8.12.15,YB,Natural Bridge,AB,3,14,4,,MN,MN
8.12.15,YB,Natural Bridge,AB,4,5,1,,MN,MN
8.12.15,YB,Natural Bridge,AB,5,8,5,,MN,MN
8.12.15,YB,Natural Bridge,AB,6,16,10,,MN,MN
8.12.15,YB,Natural Bridge,AB,7,5,12,,MN,MN
8.12.15,YB,Natural Bridge,AB,8,7,4,,MN,MN
8.12.15,YB,Natural Bridge,AB,9,5,4,,MN,MN
8.12.15,YB,Natural Bridge,AC,1,3,1,,MN,MN
8.12.15,YB,Natural Bridge,AC,2,7,0,,MN,MN
8.12.15,YB,Natural Bridge,AC,3,3,1,,MN,MN
8.12.15,YB,Natural Bridge,AC,4,6,1,,MN,MN
8.12.15,YB,Natural Bridge,AC,5,3,0,,MN,MN
8.12.15,YB,Natural Bridge,AC,6,2,0,,MN,MN
8.12.15,YB,Natural Bridge,AC,7,1,0,,MN,MN
8.12.15,YB,Natural Bridge,AC,8,4,0,,MN,MN
8.12.15,YB,Natural Bridge,AC,9,2,0,,MN,MN
8.12.15,YB,Natural Bridge,AD,1,15,1,,MN,MN
8.12.15,YB,Natural Bridge,AD,2,11,3,,MN,MN
8.12.15,YB,Natural Bridge,AD,3,10,0,,MN,MN
8.12.15,YB,Natural Bridge,AD,4,16,6,,MN,MN
8.12.15,YB,Natural Bridge,AD,5,2,3,,MN,MN
8.12.15,YB,Natural Bridge,AD,6,9,6,/1juv,MN,MN
8.12.15,YB,Natural Bridge,AD,7,5,6,,MN,MN
8.12.15,YB,Natural Bridge,AD,8,5,0,,MN,MN
8.12.15,YB,Natural Bridge,AD,9,6,2,,MN,MN
8.12.15,YB,Natural Bridge,AE,1,1,0,,MN,MN
8.12.15,YB,Natural Bridge,AE,2,6,0,,MN,MN
8.12.15,YB,Natural Bridge,AE,3,6,0,7eggs/,MN,MN
8.12.15,YB,Natural Bridge,AE,4,3,0,,MN,MN
8.12.15,YB,Natural Bridge,AE,5,6,0,,MN,MN
8.12.15,YB,Natural Bridge,AE,6,4,1,,MN,MN
8.12.15,YB,Natural Bridge,AE,7,5,0,,MN,MN
8.12.15,YB,Natural Bridge,AE,8,1,0,,MN,MN
8.12.15,YB,Natural Bridge,AE,9,8,0,,MN,MN
8.12.15,YB,Natural Bridge,AF,1,4,1,,MN,MN
8.12.15,YB,Natural Bridge,AF,2,1,0,,MN,MN
8.12.15,YB,Natural Bridge,AF,3,1,1,,MN,MN
8.12.15,YB,Natural Bridge,AF,4,1,1,,MN,MN
8.12.15,YB,Natural Bridge,AF,5,0,0,,MN,MN
8.12.15,YB,Natural Bridge,AF,6,1,0,,MN,MN
8.12.15,YB,Natural Bridge,AF,7,2,0,,MN,MN
8.12.15,YB,Natural Bridge,AF,8,1,0,,MN,MN
8.12.15,YB,Natural Bridge,AF,9,3,1,,MN,MN
8.12.15,YB,Natural Bridge,AG,1,0,0,,MN,MN
8.12.15,YB,Natural Bridge,AG,2,2,0,,MN,MN
8.12.15,YB,Natural Bridge,AG,3,0,0,,MN,MN
8.12.15,YB,Natural Bridge,AG,4,0,0,,MN,MN
8.12.15,YB,Natural Bridge,AG,5,2,1,,MN,MN
8.12.15,YB,Natural Bridge,AG,6,0,0,,MN,MN
8.12.15,YB,Natural Bridge,AG,7,2,0,,MN,MN
8.12.15,YB,Natural Bridge,AG,8,0,0,,MN,MN
8.12.15,YB,Natural Bridge,AG,9,5,0,,MN,MN
8.12.15,YB,Natural Bridge,BB,1,0,0,,MN,MN
8.12.15,YB,Natural Bridge,BB,2,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BB,3,0,0,,MN,MN
8.12.15,YB,Natural Bridge,BB,4,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BB,5,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BB,6,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BB,7,0,0,,MN,MN
8.12.15,YB,Natural Bridge,BB,8,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BB,9,3,0,,MN,MN
8.12.15,YB,Natural Bridge,BC,1,4,0,,MN,MN
8.12.15,YB,Natural Bridge,BC,2,3,0,,MN,MN
8.12.15,YB,Natural Bridge,BC,3,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BC,4,2,0,,MN,MN
8.12.15,YB,Natural Bridge,BC,5,0,0,,MN,MN
8.12.15,YB,Natural Bridge,BC,6,0,0,,MN,MN
8.12.15,YB,Natural Bridge,BC,7,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BC,8,6,1,,MN,MN
8.12.15,YB,Natural Bridge,BC,9,7,0,,MN,MN
8.12.15,YB,Natural Bridge,BD,1,2,4,,MN,MN
8.12.15,YB,Natural Bridge,BD,2,13,4,,MN,MN
8.12.15,YB,Natural Bridge,BD,3,13,1,,MN,MN
8.12.15,YB,Natural Bridge,BD,4,12,6,,MN,MN
8.12.15,YB,Natural Bridge,BD,5,8,2,,MN,MN
8.12.15,YB,Natural Bridge,BD,6,6,3,,MN,MN
8.12.15,YB,Natural Bridge,BD,7,7,2,,MN,MN
8.12.15,YB,Natural Bridge,BD,8,6,1,,MN,MN
8.12.15,YB,Natural Bridge,BD,9,13,8,,MN,MN
8.12.15,YB,Natural Bridge,BE,1,2,0,,MN,MN
8.12.15,YB,Natural Bridge,BE,2,2,0,,MN,MN
8.12.15,YB,Natural Bridge,BE,3,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BE,4,5,0,,MN,MN
8.12.15,YB,Natural Bridge,BE,5,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BE,6,6,0,,MN,MN
8.12.15,YB,Natural Bridge,BE,7,3,0,,MN,MN
8.12.15,YB,Natural Bridge,BE,8,3,0,,MN,MN
8.12.15,YB,Natural Bridge,BE,9,7,0,,MN,MN
8.12.15,YB,Natural Bridge,BF,1,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BF,2,3,0,,MN,MN
8.12.15,YB,Natural Bridge,BF,3,3,0,,MN,MN
8.12.15,YB,Natural Bridge,BF,4,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BF,5,1,0,,MN,MN
8.12.15,YB,Natural Bridge,BF,6,0,0,,MN,MN
8.12.15,YB,Natural Bridge,BF,7,0,0,,MN,MN
8.12.15,YB,Natural Bridge,BF,8,4,0,,MN,MN
8.12.15,YB,Natural Bridge,BF,9,3,0,,MN,MN
8.26.15,YB,Natural Bridge,A,1,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,A,2,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,A,3,5,2,NA,KEC,MN
8.26.15,YB,Natural Bridge,A,4,2,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,A,5,2,2,NA,KEC,MN
8.26.15,YB,Natural Bridge,A,6,6,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,A,7,5,4,NA,KEC,MN
8.26.15,YB,Natural Bridge,A,8,8,9,NA,KEC,MN
8.26.15,YB,Natural Bridge,A,9,8,4,NA,KEC,MN
8.26.15,YB,Natural Bridge,B,1,0,13,NA,KEC,MN
8.26.15,YB,Natural Bridge,B,2,3,9,NA,KEC,MN
8.26.15,YB,Natural Bridge,B,3,2,10,NA,KEC,MN
8.26.15,YB,Natural Bridge,B,4,2,4,NA,KEC,MN
8.26.15,YB,Natural Bridge,B,5,1,5,NA,KEC,MN
8.26.15,YB,Natural Bridge,B,6,5,13,NA,KEC,MN
8.26.15,YB,Natural Bridge,B,7,1,7,NA,KEC,MN
8.26.15,YB,Natural Bridge,B,8,9,20,NA,KEC,MN
8.26.15,YB,Natural Bridge,B,9,10,32,NA,KEC,MN
8.26.15,YB,Natural Bridge,C,1,3,4,NA,KEC,MN
8.26.15,YB,Natural Bridge,C,2,6,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,C,3,8,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,C,4,4,4,NA,KEC,MN
8.26.15,YB,Natural Bridge,C,5,9,3,NA,KEC,MN
8.26.15,YB,Natural Bridge,C,6,0,2,NA,KEC,MN
8.26.15,YB,Natural Bridge,C,7,2,2,NA,KEC,MN
8.26.15,YB,Natural Bridge,C,8,0,6,NA,KEC,MN
8.26.15,YB,Natural Bridge,C,9,5,4,NA,KEC,MN
8.26.15,YB,Natural Bridge,D,1,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,D,2,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,D,3,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,D,4,2,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,D,5,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,D,6,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,D,7,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,D,8,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,D,9,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,E,1,11,3,NA,KEC,MN
8.26.15,YB,Natural Bridge,E,2,5,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,E,3,10,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,E,4,7,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,E,5,4,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,E,6,5,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,E,7,7,3,NA,KEC,MN
8.26.15,YB,Natural Bridge,E,8,10,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,E,9,3,3,NA,KEC,MN
8.26.15,YB,Natural Bridge,F,1,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,F,2,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,F,3,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,F,4,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,F,5,0,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,F,6,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,F,7,3,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,F,8,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,F,9,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,G,1,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,G,2,3,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,G,3,1,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,G,4,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,G,5,4,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,G,6,2,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,G,7,2,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,G,8,7,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,G,9,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AB,1,1,3,NA,KEC,MN
8.26.15,YB,Natural Bridge,AB,2,0,3,NA,KEC,MN
8.26.15,YB,Natural Bridge,AB,3,4,2,NA,KEC,MN
8.26.15,YB,Natural Bridge,AB,4,1,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,AB,5,6,2,NA,KEC,MN
8.26.15,YB,Natural Bridge,AB,6,6,5,NA,KEC,MN
8.26.15,YB,Natural Bridge,AB,7,6,9,NA,KEC,MN
8.26.15,YB,Natural Bridge,AB,8,8,2,NA,KEC,MN
8.26.15,YB,Natural Bridge,AB,9,2,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,AC,1,1,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,AC,2,2,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AC,3,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AC,4,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AC,5,2,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AC,6,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AC,7,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AC,8,2,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AC,9,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AD,1,7,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AD,2,12,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,AD,3,7,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AD,4,4,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AD,5,5,2,NA,KEC,MN
8.26.15,YB,Natural Bridge,AD,6,8,2,NA,KEC,MN
8.26.15,YB,Natural Bridge,AD,7,4,3,NA,KEC,MN
8.26.15,YB,Natural Bridge,AD,8,5,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AD,9,3,4,NA,KEC,MN
8.26.15,YB,Natural Bridge,AE,1,2,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,AE,2,2,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AE,3,6,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AE,4,7,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AE,5,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AE,6,4,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AE,7,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AE,8,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AE,9,2,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AF,1,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AF,2,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AF,3,12,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AF,4,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AF,5,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AF,6,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AF,7,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AF,8,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AF,9,8,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AG,1,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AG,2,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AG,3,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AG,4,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AG,5,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AG,6,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AG,7,2,1,NA,KEC,MN
8.26.15,YB,Natural Bridge,AG,8,4,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,AG,9,1,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,BB,1,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,BB,2,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,BB,3,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,BB,4,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,BB,5,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,BB,6,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,BB,7,0,0,NA,KEC,MN
8.26.15,YB,Natural Bridge,BB,8,0,0,NA,KEC,MN
